Name,ATT,MID,DEF,OVR,Year
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,80,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,74,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,71,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,80,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,74,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,71,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,74,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,71,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,74,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,71,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,70,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,85,81,81,82,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,70,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Venezuela,76,71,71,72,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,84,85,85,85,2017
Germany,82,86,84,85,2017
Brazil,87,82,85,84,2017
Belgium,85,83,84,84,2017
Argentina,87,83,80,83,2017
Portugal,85,82,81,83,2017
France,82,83,81,83,2017
Italy,82,81,85,83,2017
England,82,81,81,81,2017
Netherlands,81,81,80,81,2017
Uruguay,85,76,80,79,2017
Poland,82,77,77,79,2017
Chile,79,80,77,79,2017
Colombia,79,79,76,78,2017
Mexico,79,78,74,78,2017
Turkey,78,79,78,78,2017
Denmark,76,79,76,78,2017
Switzerland,74,78,78,78,2017
Austria,78,77,77,77,2017
Côte d'Ivoire,78,78,76,76,2017
Sweden,77,76,76,76,2017
Russia,77,75,75,76,2017
Greece,77,74,78,76,2017
Wales,76,75,76,76,2017
Ireland,76,76,76,75,2017
United States,75,75,76,75,2017
Paraguay,74,75,72,75,2017
Czech Republic,73,75,74,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,71,74,2017
Slovenia,73,76,70,74,2017
Venezuela,76,71,71,73,2017
Romania,74,71,72,73,2017
Norway,72,74,71,73,2017
Egypt,76,71,69,72,2017
Hungary,72,73,70,72,2017
Australia,71,71,72,72,2017
South Africa,70,72,72,72,2017
Cameroon,71,73,71,71,2017
Finland,71,70,70,71,2017
Northern Ireland,69,72,72,71,2017
Peru,72,70,68,70,2017
Bulgaria,69,70,69,70,2017
Canada,68,69,65,68,2017
Bolivia,71,67,66,67,2017
China PR,66,64,60,64,2017
India,63,59,58,60,2017
Spain,85,85,86,86,2017
Germany,82,85,83,85,2017
Argentina,88,81,80,84,2017
Brazil,86,82,85,84,2017
France,84,85,81,84,2017
Belgium,84,84,85,84,2017
Portugal,85,83,82,83,2017
Italy,82,84,83,83,2017
England,86,82,81,82,2017
Netherlands,82,82,80,81,2017
Uruguay,83,75,81,80,2017
Colombia,82,78,77,79,2017
Mexico,79,79,77,79,2017
Poland,83,77,75,78,2017
Chile,80,79,76,78,2017
Turkey,78,77,78,78,2017
Denmark,76,78,77,78,2017
Switzerland,74,78,76,78,2017
Austria,77,78,77,77,2017
Côte d'Ivoire,77,78,76,77,2017
Greece,81,75,77,76,2017
Russia,78,76,75,76,2017
Sweden,77,76,76,76,2017
Wales,79,73,77,75,2017
United States,76,76,74,75,2017
Ireland,76,75,76,75,2017
Czech Republic,75,75,75,75,2017
Paraguay,75,75,73,75,2017
Slovenia,75,74,73,75,2017
Ecuador,74,76,71,74,2017
Scotland,74,75,73,74,2017
Venezuela,76,71,72,73,2017
Romania,75,72,71,73,2017
Norway,74,72,73,73,2017
Australia,71,73,72,73,2017
Egypt,79,71,69,72,2017
Saudi Arabia,73,73,72,72,2017
Cameroon,73,72,70,72,2017
Hungary,72,72,71,72,2017
South Africa,71,72,71,72,2017
Iceland,77,71,69,71,2017
Peru,73,72,68,71,2017
Finland,71,70,70,71,2017
Northern Ireland,68,73,72,71,2017
Bulgaria,70,70,69,70,2017
China PR,71,69,65,69,2017
New Zealand,72,64,65,67,2017
Bolivia,71,67,66,67,2017
Canada,68,69,66,67,2017
India,63,58,58,60,2017
Spain,84,86,86,86,2017
Germany,82,85,83,85,2017
Brazil,85,82,85,84,2017
France,84,85,81,84,2017
Belgium,83,84,85,84,2017
Argentina,87,81,82,83,2017
Italy,82,83,83,83,2017
Portugal,86,82,80,82,2017
England,84,81,81,82,2017
Netherlands,82,81,79,81,2017
Uruguay,85,76,81,80,2017
Chile,79,80,77,79,2017
Poland,82,77,75,78,2017
Colombia,80,78,77,78,2017
Mexico,79,78,77,78,2017
Turkey,78,77,78,78,2017
Denmark,76,78,77,78,2017
Switzerland,74,78,76,78,2017
Austria,77,78,77,77,2017
Côte d'Ivoire,76,78,76,77,2017
Greece,81,75,77,76,2017
Sweden,77,77,76,76,2017
Russia,77,76,75,76,2017
Wales,82,73,77,75,2017
Ireland,76,75,76,75,2017
United States,75,77,74,75,2017
Czech Republic,75,75,74,75,2017
Slovenia,74,75,73,75,2017
Paraguay,75,74,73,74,2017
Scotland,74,74,73,74,2017
Romania,79,72,71,73,2017
Ecuador,75,75,70,73,2017
Norway,74,72,73,73,2017
Australia,72,73,71,73,2017
Egypt,79,71,70,72,2017
Venezuela,74,71,72,72,2017
Saudi Arabia,73,73,73,72,2017
Iceland,72,73,69,72,2017
Hungary,72,72,71,72,2017
South Africa,71,72,72,72,2017
Finland,71,72,70,71,2017
Peru,71,72,68,71,2017
China PR,71,70,69,71,2017
Northern Ireland,68,73,72,71,2017
Cameroon,73,72,68,70,2017
Bulgaria,70,70,69,70,2017
Canada,68,69,66,68,2017
Bolivia,75,67,66,67,2017
New Zealand,72,65,65,67,2017
India,63,58,58,60,2017
Spain,84,86,86,86,2017
Germany,82,85,83,85,2017
Brazil,85,82,85,84,2017
France,84,85,81,84,2017
Belgium,83,84,85,84,2017
Argentina,87,81,82,83,2017
Italy,82,83,83,83,2017
Portugal,86,82,80,82,2017
England,84,82,81,82,2017
Netherlands,82,81,79,81,2017
Uruguay,85,76,81,80,2017
Chile,79,80,77,79,2017
Poland,82,75,77,78,2017
Colombia,80,78,77,78,2017
Mexico,79,78,77,78,2017
Denmark,76,78,77,78,2017
Switzerland,74,78,76,78,2017
Côte d'Ivoire,79,78,76,77,2017
Turkey,78,76,79,77,2017
Austria,77,78,77,77,2017
Greece,81,75,77,76,2017
Sweden,77,77,76,76,2017
Russia,77,76,75,76,2017
United States,75,77,74,76,2017
Wales,82,73,77,75,2017
Ireland,76,75,76,75,2017
Czech Republic,75,75,74,75,2017
Paraguay,75,74,73,74,2017
Slovenia,74,75,73,74,2017
Scotland,74,74,73,74,2017
Romania,79,72,71,73,2017
Ecuador,75,75,70,73,2017
Norway,74,72,73,73,2017
Australia,72,73,71,73,2017
Egypt,79,71,70,72,2017
Venezuela,74,71,72,72,2017
Saudi Arabia,73,73,73,72,2017
Iceland,72,74,69,72,2017
Hungary,72,72,71,72,2017
South Africa,72,72,70,72,2017
Finland,71,72,70,71,2017
Peru,71,72,68,71,2017
Northern Ireland,68,73,73,71,2017
Cameroon,73,72,68,70,2017
China PR,71,70,69,70,2017
Bulgaria,70,70,69,70,2017
Canada,68,69,66,68,2017
Bolivia,75,67,66,67,2017
New Zealand,72,65,65,67,2017
India,63,58,58,60,2017
Spain,84,86,86,86,2017
Germany,82,85,83,85,2017
Brazil,85,82,85,84,2017
France,84,85,81,84,2017
Belgium,83,84,85,84,2017
Argentina,87,81,82,83,2017
Italy,82,83,83,83,2017
Portugal,86,82,80,82,2017
England,84,82,81,82,2017
Netherlands,82,81,79,81,2017
Uruguay,85,76,81,80,2017
Chile,79,80,77,79,2017
Poland,82,75,77,78,2017
Colombia,80,78,77,78,2017
Mexico,79,78,77,78,2017
Denmark,76,78,77,78,2017
Switzerland,74,78,76,78,2017
Côte d'Ivoire,79,78,76,77,2017
Turkey,78,76,79,77,2017
Austria,77,78,77,77,2017
Greece,81,75,77,76,2017
Sweden,77,77,76,76,2017
Russia,77,76,75,76,2017
United States,75,77,74,76,2017
Wales,82,73,77,75,2017
Ireland,76,75,76,75,2017
Czech Republic,75,75,74,75,2017
Paraguay,75,74,73,74,2017
Slovenia,74,75,73,74,2017
Scotland,74,74,73,74,2017
Romania,79,72,71,73,2017
Ecuador,75,75,70,73,2017
Norway,74,72,73,73,2017
Australia,72,73,71,73,2017
Egypt,79,71,70,72,2017
Venezuela,74,71,72,72,2017
Saudi Arabia,73,73,73,72,2017
Iceland,72,74,69,72,2017
Hungary,72,72,71,72,2017
South Africa,72,72,70,72,2017
Finland,71,72,70,71,2017
Peru,71,72,68,71,2017
Northern Ireland,68,73,73,71,2017
Cameroon,73,72,68,70,2017
China PR,71,70,69,70,2017
Bulgaria,70,70,69,70,2017
Canada,68,69,66,68,2017
Bolivia,75,67,66,67,2017
New Zealand,72,65,65,67,2017
India,63,58,58,60,2017
Spain,84,86,86,85,2017
Germany,82,85,83,85,2017
Brazil,85,82,85,84,2017
France,84,85,81,84,2017
Belgium,83,84,85,84,2017
Italy,82,83,83,83,2017
Portugal,86,82,80,82,2017
England,84,82,81,82,2017
Argentina,82,85,80,82,2017
Netherlands,82,81,79,81,2017
Uruguay,85,74,81,80,2017
Colombia,81,78,78,79,2017
Poland,82,75,77,78,2017
Mexico,79,77,77,78,2017
Chile,78,78,77,78,2017
Denmark,76,78,76,78,2017
Switzerland,74,78,76,78,2017
Greece,81,74,79,77,2017
Côte d'Ivoire,78,78,76,77,2017
Turkey,78,76,79,77,2017
Austria,77,78,77,77,2017
Sweden,77,77,76,76,2017
Russia,77,76,75,76,2017
United States,75,77,74,76,2017
Wales,82,73,77,75,2017
Ireland,76,75,76,75,2017
Czech Republic,75,75,74,75,2017
Paraguay,76,75,73,74,2017
Slovenia,74,75,73,74,2017
Scotland,74,75,73,74,2017
Norway,74,74,72,74,2017
Romania,79,72,71,73,2017
Ecuador,73,73,72,73,2017
Egypt,79,71,70,72,2017
Saudi Arabia,73,73,73,72,2017
Iceland,72,74,69,72,2017
Australia,72,73,71,72,2017
Hungary,72,72,71,72,2017
South Africa,72,72,70,72,2017
Venezuela,74,69,71,71,2017
Peru,73,72,69,71,2017
Finland,71,72,70,71,2017
Northern Ireland,68,73,73,71,2017
Cameroon,73,72,68,70,2017
China PR,71,70,69,70,2017
Bulgaria,70,70,69,70,2017
Canada,68,69,66,68,2017
New Zealand,72,65,65,67,2017
Bolivia,68,66,67,67,2017
India,63,58,58,60,2017
Spain,84,86,86,85,2017
Germany,82,85,83,85,2017
Brazil,85,82,85,84,2017
France,84,85,81,84,2017
Belgium,83,84,85,84,2017
Italy,82,83,83,83,2017
Portugal,86,82,80,82,2017
England,84,82,81,82,2017
Argentina,82,85,80,82,2017
Netherlands,82,81,79,81,2017
Uruguay,85,74,81,80,2017
Colombia,81,78,78,79,2017
Poland,82,75,77,78,2017
Mexico,79,77,77,78,2017
Chile,78,78,77,78,2017
Denmark,76,78,76,78,2017
Switzerland,74,78,76,78,2017
